event_id,timestamp,event_type,source,severity,raw_log,advanced_metadata,user,action,object,process_id,parent_process,additional_info,description,behavioral_analytics,device_type,device_id,firmware_version,src_ip,dst_ip,alert_type,signature_id,category,cloud_service,resource_id,model_id,input_hash,output_hash,src_port,dst_port,protocol,bytes,duration,method,mac_address,advanced_metadata_dict,host_id
89896c81-7c5e-4e8e-a4c0-101cc6a63457,2022-12-02 17:01:06,ids_alert,QRadar v7.5.0,low,CEF:0|QRadar v7.5.0|SIEM|1.0|100|ids_alert|low| desc=QRadar Alert: MFA Bypass detected from 208.50.16.176 targeting 73.218.133.100 MITRE Technique: T1566.001,"{'geo_location': 'Myanmar', 'device_hash': '8a76695dd35a07b878cce7766d607c78e441da96', 'user_agent': 'Mozilla/5.0 (compatible; MSIE 6.0; Windows CE; Trident/4.1)', 'session_id': 'c04a334c-1cff-4c05-ac65-731638c9ed14', 'risk_score': 60.72, 'confidence': 0.54}",,,,,,MITRE Technique: T1566.001,QRadar Alert: MFA Bypass detected from 208.50.16.176 targeting 73.218.133.100 MITRE Technique: T1566.001,,,,,208.50.16.176,73.218.133.100,MFA Bypass,SIG-5667,Exploit,,,,,,,,,,,,,"{'geo_location': 'Myanmar', 'device_hash': '8a76695dd35a07b878cce7766d607c78e441da96', 'user_agent': 'Mozilla/5.0 (compatible; MSIE 6.0; Windows CE; Trident/4.1)', 'session_id': 'c04a334c-1cff-4c05-ac65-731638c9ed14', 'risk_score': 60.72, 'confidence': 0.54}",8a76695dd35a07b878cce7766d607c78e441da96
5b9b40b0-322e-40e6-8a4d-88f2c27905bb,2025-03-10 12:17:40,ids_alert,Wazuh v4.5.0,high,CEF:0|Wazuh v4.5.0|SIEM|1.0|100|ids_alert|high| desc=Wazuh Alert: Zero-Day Exploit detected from 219.182.41.45 targeting 5.22.179.250 No additional info,"{'geo_location': 'Libyan Arab Jamahiriya', 'device_hash': '9a2b7917e7fe64d4d20a6ab3fb3531f0', 'user_agent': 'Mozilla/5.0 (compatible; MSIE 6.0; Windows NT 6.0; Trident/5.1)', 'session_id': '834f47ed-3459-4bf8-9b04-c8c5b852c931', 'risk_score': 78.6, 'confidence': 0.8}",,,,,,No additional info,Wazuh Alert: Zero-Day Exploit detected from 219.182.41.45 targeting 5.22.179.250 No additional info,,,,,219.182.41.45,5.22.179.250,Zero-Day Exploit,SIG-2907,Malware,,,,,,,,,,,,,"{'geo_location': 'Libyan Arab Jamahiriya', 'device_hash': '9a2b7917e7fe64d4d20a6ab3fb3531f0', 'user_agent': 'Mozilla/5.0 (compatible; MSIE 6.0; Windows NT 6.0; Trident/5.1)', 'session_id': '834f47ed-3459-4bf8-9b04-c8c5b852c931', 'risk_score': 78.6, 'confidence': 0.8}",9a2b7917e7fe64d4d20a6ab3fb3531f0
e77671e7-be53-4ff9-9a74-b75add42f2bb,2025-01-25 05:04:16,ids_alert,Elastic SIEM v8.9.0,medium,CEF:0|Elastic SIEM v8.9.0|SIEM|1.0|100|ids_alert|medium| desc=Elastic SIEM Alert: DDoS detected from 53.13.221.241 targeting 73.119.124.122 MITRE Technique: T1204.002 noise=reason|stand|indicate,"{'geo_location': 'Niger', 'device_hash': '737b846e4cbdda668c47c07e1a0c8660910186d0', 'user_agent': 'Mozilla/5.0 (compatible; MSIE 8.0; Windows NT 10.0; Trident/5.1)', 'session_id': 'cecbdc70-1cee-4c82-83f1-e1d49e251146', 'risk_score': 50.81, 'confidence': 0.13}",,,,,,MITRE Technique: T1204.002,Elastic SIEM Alert: DDoS detected from 53.13.221.241 targeting 73.119.124.122 MITRE Technique: T1204.002,,,,,53.13.221.241,73.119.124.122,DDoS,SIG-4994,Recon,,,,,,,,,,,,,"{'geo_location': 'Niger', 'device_hash': '737b846e4cbdda668c47c07e1a0c8660910186d0', 'user_agent': 'Mozilla/5.0 (compatible; MSIE 8.0; Windows NT 10.0; Trident/5.1)', 'session_id': 'cecbdc70-1cee-4c82-83f1-e1d49e251146', 'risk_score': 50.81, 'confidence': 0.13}",737b846e4cbdda668c47c07e1a0c8660910186d0
963babfb-4327-478d-bbf5-012e22d9f6b3,2025-06-20 15:35:04,ids_alert,Carbon Black v7.8.0,emergency,CEF:0|Carbon Black v7.8.0|SIEM|1.0|100|ids_alert|emergency| desc=Carbon Black Alert: AI Model Poisoning detected from 190.146.187.176 targeting 155.145.206.242 No additional info,"{'geo_location': 'American Samoa', 'device_hash': '5ab963645721d8c41145146e699d851ef0f00d21', 'user_agent': 'Opera/9.42.(X11; Linux x86_64; ha-NG) Presto/2.9.160 Version/11.00', 'session_id': '131e3d18-9403-48c0-a289-eb0d960efeed', 'risk_score': 67.54, 'confidence': 0.58}",,,,,,No additional info,Carbon Black Alert: AI Model Poisoning detected from 190.146.187.176 targeting 155.145.206.242 No additional info,,,,,190.146.187.176,155.145.206.242,AI Model Poisoning,SIG-1405,Exploit,,,,,,,,,,,,,"{'geo_location': 'American Samoa', 'device_hash': '5ab963645721d8c41145146e699d851ef0f00d21', 'user_agent': 'Opera/9.42.(X11; Linux x86_64; ha-NG) Presto/2.9.160 Version/11.00', 'session_id': '131e3d18-9403-48c0-a289-eb0d960efeed', 'risk_score': 67.54, 'confidence': 0.58}",5ab963645721d8c41145146e699d851ef0f00d21
637684a9-de72-44bc-98d7-9411499dd138,2025-07-09 11:33:39,ids_alert,Trellix v10.7.0,medium,CEF:0|Trellix v10.7.0|SIEM|1.0|100|ids_alert|medium| desc=Trellix Alert: Fileless Attack detected from 17.161.234.36 targeting 104.10.143.81 No additional info,"{'geo_location': 'Saint Pierre and Miquelon', 'device_hash': 'b1ddd67504eac541a6361da6d4906da232fc6c20abc3011051798d632f0af144', 'user_agent': 'Mozilla/5.0 (compatible; MSIE 5.0; Windows NT 5.1; Trident/5.1)', 'session_id': '97753fe9-b311-45a6-bd08-c98c0895a36e', 'risk_score': 41.5, 'confidence': 0.76}",,,,,,No additional info,Trellix Alert: Fileless Attack detected from 17.161.234.36 targeting 104.10.143.81 No additional info,,,,,17.161.234.36,104.10.143.81,Fileless Attack,SIG-1386,Exploit,,,,,,,,,,,,,"{'geo_location': 'Saint Pierre and Miquelon', 'device_hash': 'b1ddd67504eac541a6361da6d4906da232fc6c20abc3011051798d632f0af144', 'user_agent': 'Mozilla/5.0 (compatible; MSIE 5.0; Windows NT 5.1; Trident/5.1)', 'session_id': '97753fe9-b311-45a6-bd08-c98c0895a36e', 'risk_score': 41.5, 'confidence': 0.76}",b1ddd67504eac541a6361da6d4906da232fc6c20abc3011051798d632f0af144
de5a5f8d-6378-45a6-a546-1f701e6a6aa2,2025-05-08 18:44:55,ids_alert,Wazuh v4.5.0,critical,CEF:0|Wazuh v4.5.0|SIEM|1.0|100|ids_alert|critical| desc=Wazuh Alert: Supply Chain Compromise detected from 212.234.60.239 targeting 153.181.193.26 MITRE Technique: T1053.005,"{'geo_location': 'Dominica', 'device_hash': '2099d14e11979061aff7085c5fac86ca81a8b9d2', 'user_agent': 'Mozilla/5.0 (Android 14; Mobile; rv:48.0) Gecko/48.0 Firefox/48.0', 'session_id': 'cac2385d-f505-4f09-8c84-57f0a1e1be76', 'risk_score': 32.52, 'confidence': 0.6}",,,,,,MITRE Technique: T1053.005,Wazuh Alert: Supply Chain Compromise detected from 212.234.60.239 targeting 153.181.193.26 MITRE Technique: T1053.005,,,,,212.234.60.239,153.181.193.26,Supply Chain Compromise,SIG-8230,Evasion,,,,,,,,,,,,,"{'geo_location': 'Dominica', 'device_hash': '2099d14e11979061aff7085c5fac86ca81a8b9d2', 'user_agent': 'Mozilla/5.0 (Android 14; Mobile; rv:48.0) Gecko/48.0 Firefox/48.0', 'session_id': 'cac2385d-f505-4f09-8c84-57f0a1e1be76', 'risk_score': 32.52, 'confidence': 0.6}",2099d14e11979061aff7085c5fac86ca81a8b9d2
657860be-4bac-44a8-984d-84849b5c4815,2025-06-05 18:30:23,ids_alert,Carbon Black v7.8.0,medium,CEF:0|Carbon Black v7.8.0|SIEM|1.0|100|ids_alert|medium| desc=Carbon Black Alert: MFA Bypass detected from 110.225.89.78 targeting 76.77.5.173 No additional info,"{'geo_location': 'Western Sahara', 'device_hash': '13762033bbd2d1e4a13d9ba5313063f315d40ff0fe8ab59eef54fc9c77f5066d', 'user_agent': 'Mozilla/5.0 (X11; Linux i686; rv:1.9.7.20) Gecko/9750-04-01 23:08:17 Firefox/3.6.17', 'session_id': '3092812f-8a01-4518-844d-e3353f9d6e4f', 'risk_score': 38.32, 'confidence': 0.53}",,,,,,No additional info,Carbon Black Alert: MFA Bypass detected from 110.225.89.78 targeting 76.77.5.173 No additional info,,,,,110.225.89.78,76.77.5.173,MFA Bypass,SIG-4269,Recon,,,,,,,,,,,,,"{'geo_location': 'Western Sahara', 'device_hash': '13762033bbd2d1e4a13d9ba5313063f315d40ff0fe8ab59eef54fc9c77f5066d', 'user_agent': 'Mozilla/5.0 (X11; Linux i686; rv:1.9.7.20) Gecko/9750-04-01 23:08:17 Firefox/3.6.17', 'session_id': '3092812f-8a01-4518-844d-e3353f9d6e4f', 'risk_score': 38.32, 'confidence': 0.53}",13762033bbd2d1e4a13d9ba5313063f315d40ff0fe8ab59eef54fc9c77f5066d
0d9eb4c2-8c75-45c0-b1f6-f6aa9280638d,2025-01-25 04:22:46,ids_alert,QRadar v7.5.0,emergency,CEF:0|QRadar v7.5.0|SIEM|1.0|100|ids_alert|emergency| desc=QRadar Alert: ICS Attack detected from 166.203.105.165 targeting N/A Obfuscated payload detected,"{'geo_location': 'Jordan', 'device_hash': '11b7ceff79a4ea7975f7e1bf90e1d40e7b1fbd8c', 'user_agent': 'Mozilla/5.0 (compatible; MSIE 8.0; Windows NT 5.0; Trident/4.1)', 'session_id': '0636677f-8f32-40d3-95b5-330069f344a4', 'risk_score': 3.66, 'confidence': 0.11}",,,,,,Obfuscated payload detected,QRadar Alert: ICS Attack detected from 166.203.105.165 targeting N/A Obfuscated payload detected,,,,,166.203.105.165,,ICS Attack,SIG-8428,Malware,,,,,,,,,,,,,"{'geo_location': 'Jordan', 'device_hash': '11b7ceff79a4ea7975f7e1bf90e1d40e7b1fbd8c', 'user_agent': 'Mozilla/5.0 (compatible; MSIE 8.0; Windows NT 5.0; Trident/4.1)', 'session_id': '0636677f-8f32-40d3-95b5-330069f344a4', 'risk_score': 3.66, 'confidence': 0.11}",11b7ceff79a4ea7975f7e1bf90e1d40e7b1fbd8c
11aa5795-bb39-4cce-9555-e9f62dddf59d,2025-02-20 06:35:48,ids_alert,Zeek v5.0.0,medium,CEF:0|Zeek v5.0.0|SIEM|1.0|100|ids_alert|medium| desc=Zeek Alert: Credential Stuffing detected from 90.151.122.231 targeting N/A Associated Threat Actor: DarkSide,"{'geo_location': 'Tokelau', 'device_hash': 'bee84af6960f96814396616141fc287ec99c6d797d28c4fbba1d8351de73e418', 'user_agent': 'Mozilla/5.0 (X11; Linux i686; rv:1.9.7.20) Gecko/5436-04-29 07:51:22 Firefox/3.8', 'session_id': '4518f256-75ce-4092-a1a3-475744047aa7', 'risk_score': 53.4, 'confidence': 0.85}",,,,,,Associated Threat Actor: DarkSide,Zeek Alert: Credential Stuffing detected from 90.151.122.231 targeting N/A Associated Threat Actor: DarkSide,,,,,90.151.122.231,,Credential Stuffing,SIG-3806,Malware,,,,,,,,,,,,,"{'geo_location': 'Tokelau', 'device_hash': 'bee84af6960f96814396616141fc287ec99c6d797d28c4fbba1d8351de73e418', 'user_agent': 'Mozilla/5.0 (X11; Linux i686; rv:1.9.7.20) Gecko/5436-04-29 07:51:22 Firefox/3.8', 'session_id': '4518f256-75ce-4092-a1a3-475744047aa7', 'risk_score': 53.4, 'confidence': 0.85}",bee84af6960f96814396616141fc287ec99c6d797d28c4fbba1d8351de73e418
8985bd11-59b0-4f2d-9643-32a6c8816800,2025-06-12 06:18:52,ids_alert,Wazuh v4.5.0,low,CEF:0|Wazuh v4.5.0|SIEM|1.0|100|ids_alert|low| desc=Wazuh Alert: Domain Fronting detected from 218.239.170.17 targeting 75.9.70.97 Unconventional IOC: TPM attestation failures,"{'geo_location': 'South Africa', 'device_hash': '11fac0329dcca3a6b7bb57c02c8ae10e', 'user_agent': 'Mozilla/5.0 (X11; Linux i686) AppleWebKit/534.2 (KHTML, like Gecko) Chrome/52.0.819.0 Safari/534.2', 'session_id': 'e5bb0d7c-e6ed-4234-ab00-921acd403484', 'risk_score': 77.89, 'confidence': 0.99}",,,,,,Unconventional IOC: TPM attestation failures,Wazuh Alert: Domain Fronting detected from 218.239.170.17 targeting 75.9.70.97 Unconventional IOC: TPM attestation failures,,,,,218.239.170.17,75.9.70.97,Domain Fronting,SIG-9598,Exploit,,,,,,,,,,,,,"{'geo_location': 'South Africa', 'device_hash': '11fac0329dcca3a6b7bb57c02c8ae10e', 'user_agent': 'Mozilla/5.0 (X11; Linux i686) AppleWebKit/534.2 (KHTML, like Gecko) Chrome/52.0.819.0 Safari/534.2', 'session_id': 'e5bb0d7c-e6ed-4234-ab00-921acd403484', 'risk_score': 77.89, 'confidence': 0.99}",11fac0329dcca3a6b7bb57c02c8ae10e
9c841199-b515-4434-90dc-0f5a06ce9b9a,2025-05-14 09:01:51,ids_alert,Darktrace v6.0.0,high,CEF:0|Darktrace v6.0.0|SIEM|1.0|100|ids_alert|high| desc=Darktrace Alert: Domain Fronting detected from 15.206.207.112 targeting 143.94.84.220 MITRE Technique: T1078.004 noise=wp-content/categories,"{'geo_location': 'Malawi', 'device_hash': '946829f8e6797ce39b97696e417c65c3', 'user_agent': 'Opera/9.81.(X11; Linux i686; shs-CA) Presto/2.9.190 Version/11.00', 'session_id': '0c6d7cab-8a36-4701-b7bf-c2b38053d32d', 'risk_score': 65.07, 'confidence': 0.14}",,,,,,MITRE Technique: T1078.004,Darktrace Alert: Domain Fronting detected from 15.206.207.112 targeting 143.94.84.220 MITRE Technique: T1078.004,,,,,15.206.207.112,143.94.84.220,Domain Fronting,SIG-1108,Recon,,,,,,,,,,,,,"{'geo_location': 'Malawi', 'device_hash': '946829f8e6797ce39b97696e417c65c3', 'user_agent': 'Opera/9.81.(X11; Linux i686; shs-CA) Presto/2.9.190 Version/11.00', 'session_id': '0c6d7cab-8a36-4701-b7bf-c2b38053d32d', 'risk_score': 65.07, 'confidence': 0.14}",946829f8e6797ce39b97696e417c65c3
6219c7d7-164d-4441-b257-ac6b75de077c,2025-01-27 00:28:51,ids_alert,Suricata v6.0.10,low,CEF:0|Suricata v6.0.10|SIEM|1.0|100|ids_alert|low| desc=Suricata Alert: DNS Tunneling detected from 223.146.43.252 targeting 219.35.197.102 No additional info,"{'geo_location': 'Cook Islands', 'device_hash': '2490af6a4410236f40b9d7da640eb298cee19360', 'user_agent': 'Mozilla/5.0 (compatible; MSIE 9.0; Windows NT 6.2; Trident/4.0)', 'session_id': 'aacb5365-ec8f-4fe2-8c49-d267e6a1fbcd', 'risk_score': 41.38, 'confidence': 0.58}",,,,,,No additional info,Suricata Alert: DNS Tunneling detected from 223.146.43.252 targeting 219.35.197.102 No additional info,,,,,223.146.43.252,219.35.197.102,DNS Tunneling,SIG-1221,Recon,,,,,,,,,,,,,"{'geo_location': 'Cook Islands', 'device_hash': '2490af6a4410236f40b9d7da640eb298cee19360', 'user_agent': 'Mozilla/5.0 (compatible; MSIE 9.0; Windows NT 6.2; Trident/4.0)', 'session_id': 'aacb5365-ec8f-4fe2-8c49-d267e6a1fbcd', 'risk_score': 41.38, 'confidence': 0.58}",2490af6a4410236f40b9d7da640eb298cee19360
b42d8bd2-f15d-4818-936f-07f8f96a96a4,2025-05-09 06:11:41,ids_alert,Tanium v7.4.0,medium,CEF:0|Tanium v7.4.0|SIEM|1.0|100|ids_alert|medium| desc=Tanium Alert: Supply Chain Compromise detected from 170.23.232.12 targeting 204.232.188.86 No additional info,"{'geo_location': 'Lebanon', 'device_hash': 'b500da1db3af6624a0b347fb8f11aa726095f3025fb454ed0d6923d2b79022e5', 'user_agent': 'Mozilla/5.0 (Linux; Android 4.1) AppleWebKit/534.0 (KHTML, like Gecko) Chrome/29.0.845.0 Safari/534.0', 'session_id': '365d3752-9494-4fe1-8c10-53db7e174ff8', 'risk_score': 63.11, 'confidence': 0.14}",,,,,,No additional info,Tanium Alert: Supply Chain Compromise detected from 170.23.232.12 targeting 204.232.188.86 No additional info,"{'baseline_deviation': 1.43, 'entropy': 4.17, 'frequency_anomaly': True, 'sequence_anomaly': False}",,,,170.23.232.12,204.232.188.86,Supply Chain Compromise,SIG-8638,Exploit,,,,,,,,,,,,,"{'geo_location': 'Lebanon', 'device_hash': 'b500da1db3af6624a0b347fb8f11aa726095f3025fb454ed0d6923d2b79022e5', 'user_agent': 'Mozilla/5.0 (Linux; Android 4.1) AppleWebKit/534.0 (KHTML, like Gecko) Chrome/29.0.845.0 Safari/534.0', 'session_id': '365d3752-9494-4fe1-8c10-53db7e174ff8', 'risk_score': 63.11, 'confidence': 0.14}",b500da1db3af6624a0b347fb8f11aa726095f3025fb454ed0d6923d2b79022e5
1b17ddc5-f404-43c5-ba31-a79810945573,2025-06-04 13:46:58,ids_alert,Carbon Black v7.8.0,critical,CEF:0|Carbon Black v7.8.0|SIEM|1.0|100|ids_alert|critical| desc=Carbon Black Alert: MFA Bypass detected from 14.155.41.216 targeting N/A MITRE Technique: T1204.002,"{'geo_location': 'Israel', 'device_hash': 'ed5ca61b0e1155c30f7a6fd6d97e1ee9178a20d5', 'user_agent': 'Mozilla/5.0 (Windows NT 5.0; bo-IN; rv:1.9.2.20) Gecko/2407-03-13 23:08:12 Firefox/3.6.7', 'session_id': '61fcb18d-ae33-494c-b1ee-7ac00a0fef03', 'risk_score': 48.75, 'confidence': 0.85}",,,,,,MITRE Technique: T1204.002,Carbon Black Alert: MFA Bypass detected from 14.155.41.216 targeting N/A MITRE Technique: T1204.002,"{'baseline_deviation': 1.6, 'entropy': 3.21, 'frequency_anomaly': False, 'sequence_anomaly': True}",,,,14.155.41.216,,MFA Bypass,SIG-1875,Evasion,,,,,,,,,,,,,"{'geo_location': 'Israel', 'device_hash': 'ed5ca61b0e1155c30f7a6fd6d97e1ee9178a20d5', 'user_agent': 'Mozilla/5.0 (Windows NT 5.0; bo-IN; rv:1.9.2.20) Gecko/2407-03-13 23:08:12 Firefox/3.6.7', 'session_id': '61fcb18d-ae33-494c-b1ee-7ac00a0fef03', 'risk_score': 48.75, 'confidence': 0.85}",ed5ca61b0e1155c30f7a6fd6d97e1ee9178a20d5
c8d0ace8-584a-4039-aa4d-07c8442c9952,2025-07-01 08:14:08,ids_alert,Splunk v9.0.2,low,CEF:0|Splunk v9.0.2|SIEM|1.0|100|ids_alert|low| desc=Splunk Alert: Domain Fronting detected from 197.99.216.148 targeting 219.249.203.43 MITRE Technique: T1190,"{'geo_location': 'Saudi Arabia', 'device_hash': 'ee41e802aacea97cd7bb2cd9dff086d6', 'user_agent': 'Mozilla/5.0 (Windows 95; st-ZA; rv:1.9.0.20) Gecko/4902-06-08 07:11:53 Firefox/3.8', 'session_id': '5970ad36-7b9f-4a28-9726-fcb8121d17cb', 'risk_score': 75.52, 'confidence': 0.05}",,,,,,MITRE Technique: T1190,Splunk Alert: Domain Fronting detected from 197.99.216.148 targeting 219.249.203.43 MITRE Technique: T1190,,,,,197.99.216.148,219.249.203.43,Domain Fronting,SIG-7656,Policy,,,,,,,,,,,,,"{'geo_location': 'Saudi Arabia', 'device_hash': 'ee41e802aacea97cd7bb2cd9dff086d6', 'user_agent': 'Mozilla/5.0 (Windows 95; st-ZA; rv:1.9.0.20) Gecko/4902-06-08 07:11:53 Firefox/3.8', 'session_id': '5970ad36-7b9f-4a28-9726-fcb8121d17cb', 'risk_score': 75.52, 'confidence': 0.05}",ee41e802aacea97cd7bb2cd9dff086d6
ea484a5d-9ade-4f2c-af3b-bbafb446f764,2025-04-07 20:39:56,ids_alert,Palo Alto Cortex v3.0.0,medium,CEF:0|Palo Alto Cortex v3.0.0|SIEM|1.0|100|ids_alert|medium| desc=Palo Alto Cortex Alert: Cloud API Abuse detected from 223.65.186.44 targeting 39.68.165.87 No additional info,"{'geo_location': 'Montenegro', 'device_hash': 'dc3917c73fd5f1fb12877385fadddd53', 'user_agent': 'Mozilla/5.0 (Windows 98; unm-US; rv:1.9.1.20) Gecko/6777-02-03 00:46:24 Firefox/9.0', 'session_id': '503441a8-cff6-4996-8eb8-69462893dc2a', 'risk_score': 23.48, 'confidence': 0.43}",,,,,,No additional info,Palo Alto Cortex Alert: Cloud API Abuse detected from 223.65.186.44 targeting 39.68.165.87 No additional info,,,,,223.65.186.44,39.68.165.87,Cloud API Abuse,SIG-4547,Evasion,,,,,,,,,,,,,"{'geo_location': 'Montenegro', 'device_hash': 'dc3917c73fd5f1fb12877385fadddd53', 'user_agent': 'Mozilla/5.0 (Windows 98; unm-US; rv:1.9.1.20) Gecko/6777-02-03 00:46:24 Firefox/9.0', 'session_id': '503441a8-cff6-4996-8eb8-69462893dc2a', 'risk_score': 23.48, 'confidence': 0.43}",dc3917c73fd5f1fb12877385fadddd53
2e0f6b80-ffe5-4a40-819c-5725b997b0be,2025-05-10 04:03:23,ids_alert,Microsoft Sentinel v1.0.0,high,CEF:0|Microsoft Sentinel v1.0.0|SIEM|1.0|100|ids_alert|high| desc=Microsoft Sentinel Alert: Credential Stuffing detected from 15.224.97.48 targeting 10.61.127.192 Obfuscated payload detected,"{'geo_location': 'Haiti', 'device_hash': '4b75578c7be13e43822b96db6b0c66700edc8897', 'user_agent': 'Opera/8.22.(Windows 98; Win 9x 4.90; lb-LU) Presto/2.9.178 Version/12.00', 'session_id': '078b32d9-8f53-4a61-8b6f-8abe1002d4e0', 'risk_score': 58.52, 'confidence': 0.02}",,,,,,Obfuscated payload detected,Microsoft Sentinel Alert: Credential Stuffing detected from 15.224.97.48 targeting 10.61.127.192 Obfuscated payload detected,,,,,15.224.97.48,10.61.127.192,Credential Stuffing,SIG-2456,Evasion,,,,,,,,,,,,,"{'geo_location': 'Haiti', 'device_hash': '4b75578c7be13e43822b96db6b0c66700edc8897', 'user_agent': 'Opera/8.22.(Windows 98; Win 9x 4.90; lb-LU) Presto/2.9.178 Version/12.00', 'session_id': '078b32d9-8f53-4a61-8b6f-8abe1002d4e0', 'risk_score': 58.52, 'confidence': 0.02}",4b75578c7be13e43822b96db6b0c66700edc8897
68ea4919-680d-4600-bf0f-e49ba3229bb3,2025-05-14 19:09:25,ids_alert,Zeek v5.0.0,medium,CEF:0|Zeek v5.0.0|SIEM|1.0|100|ids_alert|medium| desc=Zeek Alert: MFA Bypass detected from 179.237.221.147 targeting 10.203.0.109 Associated Threat Actor: Lazarus Group noise=support|citizen|doctor,"{'geo_location': 'Hungary', 'device_hash': 'd9530519be170d26d767addc075829aa12db3f40', 'user_agent': 'Mozilla/5.0 (Macintosh; Intel Mac OS X 10_8_8 rv:3.0; se-NO) AppleWebKit/532.34.1 (KHTML, like Gecko) Version/5.0 Safari/532.34.1', 'session_id': '0c6256ad-f25d-4893-a831-3e567f9c59ba', 'risk_score': 55.31, 'confidence': 0.9}",,,,,,Associated Threat Actor: Lazarus Group,Zeek Alert: MFA Bypass detected from 179.237.221.147 targeting 10.203.0.109 Associated Threat Actor: Lazarus Group,,,,,179.237.221.147,10.203.0.109,MFA Bypass,SIG-4218,Policy,,,,,,,,,,,,,"{'geo_location': 'Hungary', 'device_hash': 'd9530519be170d26d767addc075829aa12db3f40', 'user_agent': 'Mozilla/5.0 (Macintosh; Intel Mac OS X 10_8_8 rv:3.0; se-NO) AppleWebKit/532.34.1 (KHTML, like Gecko) Version/5.0 Safari/532.34.1', 'session_id': '0c6256ad-f25d-4893-a831-3e567f9c59ba', 'risk_score': 55.31, 'confidence': 0.9}",d9530519be170d26d767addc075829aa12db3f40
bb939e29-23ca-4a86-b4dc-f914b49e6e26,2025-04-14 14:46:04,ids_alert,Tanium v7.4.0,low,CEF:0|Tanium v7.4.0|SIEM|1.0|100|ids_alert|low| desc=Tanium Alert: Container Escape detected from 166.202.72.66 targeting N/A MITRE Technique: T1134.001,"{'geo_location': 'Netherlands Antilles', 'device_hash': '75ce379f231cdda4481bbc43a9c0f9bf1c5f2119', 'user_agent': 'Mozilla/5.0 (iPod; U; CPU iPhone OS 3_2 like Mac OS X; nl-NL) AppleWebKit/531.17.7 (KHTML, like Gecko) Version/3.0.5 Mobile/8B119 Safari/6531.17.7', 'session_id': '762fa7bf-078f-403b-9443-dba508a29c3f', 'risk_score': 68.03, 'confidence': 0.84}",,,,,,MITRE Technique: T1134.001,Tanium Alert: Container Escape detected from 166.202.72.66 targeting N/A MITRE Technique: T1134.001,"{'baseline_deviation': 1.3, 'entropy': 5.18, 'frequency_anomaly': True, 'sequence_anomaly': False}",,,,166.202.72.66,,Container Escape,SIG-1627,Evasion,,,,,,,,,,,,,"{'geo_location': 'Netherlands Antilles', 'device_hash': '75ce379f231cdda4481bbc43a9c0f9bf1c5f2119', 'user_agent': 'Mozilla/5.0 (iPod; U; CPU iPhone OS 3_2 like Mac OS X; nl-NL) AppleWebKit/531.17.7 (KHTML, like Gecko) Version/3.0.5 Mobile/8B119 Safari/6531.17.7', 'session_id': '762fa7bf-078f-403b-9443-dba508a29c3f', 'risk_score': 68.03, 'confidence': 0.84}",75ce379f231cdda4481bbc43a9c0f9bf1c5f2119
881c5a99-cd4b-4cc0-a939-896d3e7bc096,2025-02-24 16:44:14,ids_alert,FireEye HX v4.5.0,emergency,CEF:0|FireEye HX v4.5.0|SIEM|1.0|100|ids_alert|emergency| desc=FireEye HX Alert: MFA Bypass detected from 65.121.1.160 targeting N/A No additional info,"{'geo_location': 'Sudan', 'device_hash': '87cf7b268ddcf5b30a2e02e4eb76dce9584184bd9aa008806d1a5ad13d576f32', 'user_agent': 'Opera/8.22.(Windows NT 6.0; pl-PL) Presto/2.9.187 Version/11.00', 'session_id': '58c8361d-922e-4c1d-bf4b-aaaffee364d9', 'risk_score': 68.14, 'confidence': 0.32}",,,,,,No additional info,FireEye HX Alert: MFA Bypass detected from 65.121.1.160 targeting N/A No additional info,,,,,65.121.1.160,,MFA Bypass,SIG-9420,Policy,,,,,,,,,,,,,"{'geo_location': 'Sudan', 'device_hash': '87cf7b268ddcf5b30a2e02e4eb76dce9584184bd9aa008806d1a5ad13d576f32', 'user_agent': 'Opera/8.22.(Windows NT 6.0; pl-PL) Presto/2.9.187 Version/11.00', 'session_id': '58c8361d-922e-4c1d-bf4b-aaaffee364d9', 'risk_score': 68.14, 'confidence': 0.32}",87cf7b268ddcf5b30a2e02e4eb76dce9584184bd9aa008806d1a5ad13d576f32
